,RedFighter,BlueFighter,WeightClass,Gender,NumberOfRounds,RedAge,RedHeightCms,RedReachCms,RedWeightLbs,RedStance,RedWins,RedWinsBySubmission,RedCurrentWinStreak,RedLosses,RedCurrentLoseStreak,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedTotalRoundsFought,BlueAge,BlueHeightCms,BlueReachCms,BlueWeightLbs,BlueStance,BlueWins,BlueWinsBySubmission,BlueCurrentWinStreak,BlueLosses,BlueCurrentLoseStreak,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueTotalRoundsFought,Result,RedWinsByDecision,RedWinsByKO/TKO,BlueWinsByDecision,BlueWinsByKO/TKO
839,Rodolfo Vieira,Cody Brundage,5,1,1,33,182.88,185.42,185,1.0,3,3,0,2,1,3.19,0.54,1.6,4.18,0.3,11,28,182.88,182.88,185,1.0,2,1,0,3,1,1.62,0.54,0.9,2.31,0.5,7,0,0,0,0,1
840,Julian Erosa,Fernando Padilla,2,1,1,33,185.42,187.96,145,0.0,7,2,0,6,1,6.18,0.48,0.8,1.69,0.48,29,26,185.42,193.04,145,1.0,0,0,0,0,0,6.48,0.42,0.8,0.0,0.0,0,1,3,2,0,0
841,Marcos Rogerio de Lima,Waldo Cortes-Acosta,7,1,1,37,185.42,190.5,253,1.0,9,2,1,7,0,3.7,0.57,0.5,1.4,0.45,26,31,193.04,198.12,260,1.0,3,0,3,0,0,5.64,0.48,0.2,0.55,0.6,7,0,2,5,2,1
842,Josh Quinlan,Trey Waters,4,1,1,30,182.88,182.88,170,1.0,1,0,1,0,0,3.57,0.42,0.0,0.34,0.11,2,28,195.58,195.58,170,1.0,0,0,0,1,1,6.43,0.44,0.9,0.44,0.33,1,1,0,1,0,0
843,Martin Buday,Jake Collier,7,1,1,31,193.04,195.58,265,1.0,3,0,3,0,0,4.84,0.53,0.2,0.21,0.25,7,34,190.5,198.12,230,1.0,5,1,0,7,2,5.8,0.44,0.6,0.71,0.33,27,0,2,1,3,1
844,Cody Durden,Charles Johnson,0,1,1,32,170.18,170.18,125,0.0,3,0,2,2,0,3.19,0.5,0.8,4.6,0.5,12,32,175.26,177.8,125,1.0,2,0,0,2,1,4.83,0.51,0.5,0.38,0.2,10,0,2,1,1,1
845,Stephanie Egger,Irina Alekseeva,1,0,1,34,167.64,172.72,135,1.0,3,2,1,2,0,2.2,0.46,0.6,2.48,0.42,9,32,172.72,170.18,135,1.0,0,0,0,0,0,3.84,0.43,0.9,0.87,0.2,0,1,0,1,0,0
846,Journey Newson,Marcus McGhee,2,1,1,34,165.1,170.18,135,1.0,1,0,0,3,1,2.64,0.32,0.3,0.56,0.16,11,32,172.72,175.26,135,1.0,0,0,0,0,0,5.43,0.51,0.8,0.84,0.33,0,1,1,0,0,0
847,Hailey Cowan,Jamey-Lyn Horth,1,0,1,31,172.72,170.18,135,0.0,1,0,1,0,0,2.97,0.42,0.0,1.5,0.33,3,33,170.18,167.64,125,1.0,0,0,0,0,0,3.97,0.62,0.0,0.5,0.25,0,1,1,0,0,0
848,Sergei Pavlovich,Curtis Blaydes,7,1,0,30,190.5,213.36,257,0.0,5,0,5,1,0,5.86,0.44,0.0,0.0,0.0,6,32,193.04,203.2,265,1.0,12,0,3,3,0,3.54,0.5,0.0,5.69,0.53,38,0,0,5,5,7
849,Brad Tavares,Bruno Silva,5,1,1,35,185.42,187.96,185,1.0,14,0,0,7,1,3.38,0.43,0.0,0.78,0.26,58,33,182.88,187.96,185,1.0,3,0,0,2,2,4.12,0.49,0.0,0.93,0.27,11,1,12,2,0,3
850,Iasmin Lucindo,Brogan Walker,0,0,1,21,160.02,167.64,115,1.0,0,0,0,1,1,3.95,0.46,0.3,2.23,0.53,3,34,162.56,170.18,125,1.0,0,0,0,1,1,2.04,0.3,0.0,0.0,0.0,3,0,0,0,0,0
851,Jeremiah Wells,Matthew Semelsberger,4,1,1,36,175.26,187.96,170,1.0,3,1,3,0,0,2.41,0.43,0.8,3.08,0.44,4,30,185.42,190.5,170,1.0,5,0,1,2,0,3.78,0.43,0.4,1.02,0.57,17,0,0,2,3,2
852,Ricky Glenn,Christos Giagos,3,1,1,34,182.88,177.8,170,0.0,4,0,1,3,0,3.79,0.42,0.4,0.72,0.13,22,33,177.8,180.34,155,1.0,5,2,0,6,2,3.03,0.41,0.4,2.84,0.36,23,1,3,1,3,0
853,Rani Yahya,Montel Jackson,1,1,1,38,167.64,170.18,135,1.0,17,11,2,7,0,1.71,0.38,1.8,2.73,0.3,60,30,177.8,190.5,135,0.0,7,1,3,2,0,3.39,0.53,0.3,3.41,0.71,23,1,6,0,4,2
854,Karol Rosa,Norma Dumont,2,0,1,28,165.1,170.18,135,1.0,5,0,1,1,0,6.49,0.56,0.0,1.2,0.46,18,32,170.18,170.18,135,1.0,4,0,1,2,0,3.11,0.49,0.0,1.91,0.68,18,1,5,0,4,0
855,Mohammed Usman,Junior Tafa,7,1,1,34,187.96,200.66,239,1.0,1,0,1,0,0,3.41,0.36,0.0,0.69,0.17,2,26,190.5,190.5,240,1.0,0,0,0,0,0,1.67,0.42,0.0,0.0,0.0,0,0,0,1,0,0
856,Francis Marshall,William Gomis,2,1,1,24,175.26,182.88,145,1.0,2,0,2,0,0,3.69,0.34,0.5,2.68,0.41,5,25,182.88,185.42,145,0.0,1,0,1,0,0,2.62,0.46,0.7,1.06,0.6,3,1,1,1,1,0
857,Brady Hiestand,Batgerel Danaa,1,1,1,23,172.72,180.34,135,1.0,1,0,1,1,0,2.7,0.5,1.1,4.8,0.46,6,33,170.18,177.8,135,1.0,3,0,0,3,2,5.38,0.36,0.0,0.52,0.5,11,0,1,0,0,3
858,Max Holloway,Arnold Allen,2,1,0,31,180.34,175.26,145,1.0,19,2,0,7,1,7.17,0.48,0.3,0.25,0.53,85,29,172.72,177.8,145,0.0,10,2,10,0,0,3.45,0.41,0.3,0.93,0.47,27,0,8,9,6,2
859,Edson Barboza,Billy Quarantillo,2,1,1,37,180.34,190.5,145,1.0,16,0,0,11,2,4.11,0.44,0.1,0.45,0.5,70,34,177.8,177.8,145,1.0,6,1,1,2,0,7.36,0.56,1.1,1.24,0.23,22,0,8,8,1,4
860,Dustin Jacoby,Azamat Murzakanov,6,1,1,35,190.5,193.04,205,1.0,7,0,0,3,1,5.5,0.47,0.0,0.36,0.25,27,34,177.8,180.34,205,0.0,3,0,3,0,0,4.72,0.56,0.0,0.62,0.15,7,1,4,3,0,3
861,Tanner Boser,Ion Cutelaba,6,1,1,31,187.96,190.5,205,1.0,4,0,0,4,1,4.7,0.52,0.0,0.0,0.0,20,29,185.42,190.5,205,0.0,5,0,0,8,3,4.44,0.43,0.0,4.17,0.57,26,1,1,3,2,3
862,Pedro Munhoz,Chris Gutierrez,1,1,1,36,167.64,165.1,135,1.0,9,3,0,7,2,5.32,0.43,0.5,0.51,0.18,42,31,175.26,170.18,135,1.0,7,0,7,1,0,4.72,0.59,0.1,0.26,0.3,22,0,3,3,4,3
863,Clay Guida,Rafa Garcia,3,1,1,41,170.18,177.8,155,1.0,20,5,1,17,0,2.64,0.33,0.6,3.13,0.36,99,28,170.18,177.8,155,1.0,3,1,1,3,0,4.19,0.42,0.3,3.61,0.44,17,1,13,2,2,0
864,Bill Algeo,TJ Brown,2,1,1,33,182.88,185.42,145,1.0,3,0,0,4,1,5.88,0.51,0.1,1.03,0.5,20,32,175.26,182.88,145,1.0,4,2,1,3,0,3.37,0.44,1.3,3.41,0.57,20,0,2,1,2,0
865,Brandon Royval,Matheus Nicolau,0,1,1,30,175.26,172.72,125,0.0,4,3,2,2,0,4.33,0.36,1.1,0.47,0.6,11,30,167.64,167.64,125,1.0,7,1,4,1,0,3.62,0.52,0.8,1.38,0.45,21,0,1,0,5,1
866,Zak Cummings,Ed Herman,6,1,1,38,182.88,190.5,205,0.0,9,4,1,5,0,2.96,0.35,0.6,0.62,0.28,33,42,185.42,195.58,205,1.0,13,5,0,12,1,3.31,0.48,1.0,1.96,0.47,58,0,4,1,4,4
867,Gillian Robertson,Piera Rodriguez,0,0,1,27,165.1,160.02,115,1.0,8,6,1,5,0,2.83,0.48,1.1,2.48,0.42,27,30,160.02,160.02,115,1.0,3,0,3,0,0,3.64,0.47,0.0,3.11,0.41,9,0,1,1,3,0
868,Lando Vannata,Daniel Zellhuber,3,1,1,31,175.26,180.34,155,1.0,4,1,0,6,1,4.52,0.45,0.3,1.09,0.37,29,23,185.42,195.58,155,1.0,1,0,0,1,1,5.86,0.41,0.2,0.22,0.33,6,1,2,1,1,0
869,Bruna Brasil,Denise Gomes,0,0,1,29,167.64,165.1,115,1.0,1,0,1,0,0,2.94,0.61,0.0,1.93,0.72,2,23,157.48,160.02,115,1.0,1,0,0,1,1,4.48,0.49,0.9,0.88,0.3,6,1,0,1,1,0
870,Aaron Phillips,Gaston Bolanos,1,1,1,33,175.26,180.34,135,0.0,0,0,0,3,3,1.51,0.53,0.6,0.86,0.5,8,30,170.18,175.26,135,1.0,0,0,0,0,0,3.88,0.43,0.0,0.0,0.0,0,1,0,0,0,0
871,Joselyne Edwards,Lucie Pudilova,1,0,1,27,172.72,177.8,135,1.0,3,0,2,2,0,4.35,0.51,0.4,0.88,0.33,15,28,172.72,170.18,125,1.0,3,0,1,5,0,3.6,0.37,0.6,0.7,0.31,22,0,3,0,2,1
872,Alex Pereira,Israel Adesanya,5,1,0,35,193.04,200.66,205,1.0,4,0,4,0,0,5.23,0.63,0.3,0.17,1.0,11,33,193.04,203.2,185,1.0,12,0,0,2,1,4.0,0.48,0.1,0.05,0.12,53,1,1,3,8,4
873,Gilbert Burns,Jorge Masvidal,4,1,1,36,177.8,180.34,170,1.0,14,5,1,5,0,3.29,0.48,0.5,2.24,0.38,46,38,180.34,187.96,170,1.0,17,1,0,10,3,4.05,0.47,0.3,1.38,0.59,77,0,6,3,9,7
874,Rob Font,Adrian Yanez,1,1,1,35,172.72,180.34,135,1.0,9,1,0,5,2,5.53,0.45,0.3,0.89,0.35,37,29,170.18,177.8,135,1.0,6,0,6,0,0,6.51,0.41,0.0,0.0,0.0,11,0,3,5,1,5
875,Kevin Holland,Santiago Ponzinibbio,4,1,1,30,190.5,205.74,185,1.0,11,3,0,6,2,4.25,0.49,0.6,0.84,0.38,46,36,182.88,185.42,170,1.0,11,0,1,5,0,4.74,0.41,0.0,0.59,0.32,38,0,4,4,5,6
876,Raul Rosas Jr.,Christian Rodriguez,1,1,1,18,175.26,170.18,135,1.0,2,1,2,0,0,1.12,0.43,1.8,4.39,0.38,4,25,170.18,180.34,145,1.0,2,1,1,1,0,3.65,0.47,1.1,1.07,0.54,7,1,1,0,1,0
877,Chris Curtis,Kelvin Gastelum,5,1,1,35,177.8,190.5,185,1.0,5,0,1,1,0,5.76,0.51,0.0,0.0,0.0,14,31,175.26,180.34,170,0.0,11,2,0,8,2,3.74,0.42,0.1,1.1,0.34,57,1,1,4,6,3
878,Michelle Waterson-Gomez,Luana Pinheiro,0,0,1,37,160.02,157.48,115,1.0,8,4,0,6,2,3.42,0.46,0.6,1.39,0.33,43,30,157.48,157.48,115,1.0,3,0,3,0,0,3.57,0.4,0.2,2.24,0.33,5,1,4,0,1,1
879,Gerald Meerschaert,Joe Pyfer,5,1,1,35,185.42,195.58,185,0.0,10,9,1,7,0,3.13,0.45,1.6,2.14,0.36,35,26,187.96,190.5,185,1.0,2,0,2,1,0,3.72,0.41,0.9,1.45,0.41,4,1,0,1,0,2
880,Cynthia Calvillo,Loopy Godinez,0,0,1,35,162.56,162.56,115,1.0,6,3,0,5,4,4.41,0.38,0.8,1.8,0.44,31,29,157.48,154.94,115,1.0,3,1,0,3,1,4.16,0.48,1.0,2.95,0.47,16,1,3,0,2,0
881,Ignacio Bahamondes,Trey Ogden,2,1,1,25,190.5,190.5,155,1.0,3,1,2,1,0,7.15,0.46,0.4,0.0,0.0,11,33,180.34,182.88,155,1.0,1,0,1,1,0,3.07,0.48,0.8,2.04,0.3,6,0,0,2,1,0
882,Shayilan Nuerdanbieke,Steve Garcia,2,1,1,28,172.72,175.26,145,1.0,3,0,3,1,0,1.95,0.45,0.2,3.3,0.35,10,30,182.88,190.5,145,0.0,3,0,1,2,0,5.0,0.56,0.6,1.27,0.4,8,1,2,1,0,3
883,Jaqueline Amorim,Sam Hughes,0,0,1,27,160.02,172.72,115,1.0,0,0,0,0,0,3.33,0.52,5.4,1.48,0.23,0,30,165.1,162.56,115,1.0,2,0,0,4,1,4.33,0.46,0.0,0.85,0.3,16,1,0,0,1,1
884,Marlon Vera,Cory Sandhagen,1,1,0,30,172.72,177.8,135,1.0,14,4,4,6,0,4.27,0.49,0.8,0.51,0.39,53,30,180.34,177.8,135,1.0,8,1,1,3,0,5.02,0.44,0.3,1.19,0.32,29,1,3,7,2,5
885,Holly Holm,Yana Santos,1,0,1,41,172.72,175.26,135,0.0,7,0,0,6,1,3.13,0.4,0.1,0.87,0.3,48,33,167.64,172.72,135,1.0,4,0,0,3,1,4.42,0.58,0.1,0.97,0.53,17,0,5,2,4,0
886,Nate Landwehr,Austin Lingo,2,1,1,34,175.26,182.88,145,1.0,3,1,2,2,0,6.25,0.46,1.0,1.0,0.41,11,28,177.8,177.8,145,1.0,2,0,2,1,0,3.86,0.37,0.0,0.43,0.66,9,0,2,0,2,0
887,Andrea Lee,Maycee Barber,0,0,1,34,167.64,175.26,125,1.0,5,1,0,4,1,4.71,0.46,0.6,1.7,0.55,25,24,165.1,165.1,125,1.0,7,0,3,2,0,4.7,0.53,0.1,1.44,0.43,23,1,3,1,3,4
888,Chidi Njokuani,Albert Duraev,5,1,1,34,190.5,203.2,170,1.0,3,0,0,1,1,4.09,0.61,0.2,0.0,0.0,7,34,180.34,190.5,185,1.0,2,1,0,1,1,2.99,0.4,0.6,1.97,0.29,6,1,0,3,1,0
889,Daniel Pineda,Tucker Lutz,2,1,1,37,170.18,175.26,145,1.0,4,3,0,5,1,2.96,0.48,1.5,1.61,0.24,19,28,172.72,182.88,145,1.0,3,0,0,1,1,3.74,0.46,0.2,1.99,0.44,12,0,0,1,3,0
890,Steven Peterson,Lucas Alexander,2,1,1,32,177.8,177.8,145,1.0,3,0,0,5,1,4.76,0.4,0.7,1.42,0.26,23,27,180.34,185.42,145,1.0,0,0,0,1,1,5.23,0.55,0.0,0.0,0.0,1,1,2,1,0,0
891,Trevin Giles,Preston Parsons,4,1,1,30,182.88,187.96,170,1.0,6,0,1,4,0,3.27,0.55,0.3,1.19,0.5,26,27,180.34,180.34,170,1.0,1,0,1,1,0,3.5,0.51,2.4,3.53,0.36,4,0,3,3,1,0
892,CJ Vergara,Daniel Lacerda,0,1,1,31,167.64,172.72,125,1.0,2,0,0,2,1,5.24,0.57,0.2,0.0,0.0,9,26,167.64,177.8,125,1.0,0,0,0,3,3,3.95,0.45,1.2,2.32,0.5,4,0,1,1,0,0
893,Victor Altamirano,Vinicius Salvador,0,1,1,32,172.72,177.8,125,1.0,2,0,1,1,0,4.55,0.57,0.0,3.43,0.39,7,26,170.18,177.8,135,0.0,1,0,1,0,0,5.48,0.43,0.0,0.36,0.11,2,0,1,1,0,1
894,Leon Edwards,Kamaru Usman,4,1,0,31,187.96,187.96,170,0.0,12,1,10,2,0,2.68,0.53,0.4,1.25,0.36,50,35,182.88,193.04,170,1.0,15,1,0,1,1,4.36,0.52,0.1,2.82,0.45,58,0,8,3,10,4
895,Justin Gaethje,Rafael Fiziev,3,1,1,34,180.34,177.8,155,1.0,6,0,0,4,1,6.78,0.59,0.0,0.11,0.25,23,30,172.72,180.34,155,1.0,6,0,6,1,0,4.9,0.51,0.0,0.29,0.4,19,0,1,5,3,3
896,Gunnar Nelson,Bryan Barberena,4,1,1,34,180.34,182.88,170,1.0,9,7,1,5,0,1.84,0.61,1.0,1.9,0.59,32,33,182.88,182.88,185,0.0,9,1,0,7,1,5.35,0.48,0.3,0.13,0.22,41,0,2,0,4,4
897,Jennifer Maia,Casey O'Neill,0,0,1,34,162.56,162.56,125,1.0,5,1,1,5,0,4.35,0.38,0.1,0.42,0.27,30,25,167.64,175.26,125,1.0,4,1,4,0,0,7.89,0.52,0.7,1.45,0.34,10,0,4,0,1,2
898,Marvin Vettori,Roman Dolidze,5,1,1,29,182.88,187.96,185,0.0,8,2,0,4,1,4.56,0.45,0.5,1.66,0.45,43,34,187.96,193.04,185,1.0,6,0,4,1,0,3.13,0.42,1.1,1.26,0.4,14,0,6,0,2,4
899,Jack Shore,Makwan Amirkhani,2,1,1,28,172.72,180.34,145,1.0,5,2,0,1,1,3.75,0.58,0.7,3.1,0.38,16,34,177.8,182.88,145,0.0,7,4,0,6,1,1.33,0.44,1.1,3.96,0.43,28,0,3,0,2,1
900,Chris Duncan,Omar Morales,3,1,1,29,177.8,180.34,155,1.0,1,0,1,1,0,4.88,0.46,0.0,3.85,0.38,3,37,180.34,185.42,155,1.0,4,0,0,3,2,3.42,0.4,0.0,0.46,1.0,18,0,0,1,3,1
901,Sam Patterson,Yanal Ashmouz,3,1,1,26,190.5,198.12,170,1.0,1,1,1,0,0,2.66,0.37,3.9,1.94,1.0,2,27,175.26,172.72,155,1.0,0,0,0,0,0,3.08,0.42,0.0,0.92,0.5,0,1,0,0,0,0
902,Muhammad Mokaev,Jafel Filho,0,1,1,22,170.18,177.8,125,1.0,3,2,3,0,0,1.61,0.45,0.8,5.29,0.41,7,29,170.18,172.72,125,1.0,1,0,1,0,0,2.36,0.41,2.6,1.77,0.33,3,0,1,0,0,1
903,Lerone Murphy,Gabriel Santos,2,1,1,31,175.26,185.42,145,1.0,3,0,3,0,0,5.01,0.54,0.6,1.59,0.52,9,26,175.26,177.8,145,1.0,0,0,0,0,0,4.46,0.55,1.2,4.34,0.46,0,0,1,2,0,0
904,Christian Leroy Duncan,Dusko Todorovic,5,1,1,27,187.96,200.66,185,1.0,0,0,0,0,0,4.71,0.62,0.0,0.31,0.14,0,28,185.42,187.96,185,1.0,4,0,1,3,0,5.54,0.57,0.0,0.96,0.12,13,0,0,0,1,3
905,Jake Hadley,Malcolm Gordon,0,1,1,26,170.18,177.8,125,0.0,2,2,1,1,0,3.76,0.44,1.4,0.2,0.06,7,32,170.18,180.34,125,1.0,2,0,0,3,1,2.5,0.45,1.0,1.72,0.35,9,0,0,0,1,1
906,Joanne Wood,Luana Carolina,0,0,1,37,167.64,165.1,125,1.0,7,1,0,8,3,7.1,0.51,0.3,1.52,0.55,33,29,167.64,175.26,125,1.0,4,0,0,2,1,4.81,0.5,0.6,0.34,0.37,16,0,5,1,4,0
907,Juliana Miller,Veronica Hardy,0,0,1,26,170.18,167.64,125,1.0,1,0,1,0,0,3.31,0.45,1.8,1.84,0.44,3,27,162.56,162.56,125,0.0,1,1,0,4,1,3.13,0.45,0.3,1.08,0.41,12,1,0,1,0,0
908,Petr Yan,Merab Dvalishvili,1,1,0,30,170.18,170.18,135,1.0,8,0,0,3,2,5.14,0.53,0.1,1.73,0.51,37,32,167.64,172.72,135,1.0,8,0,8,2,0,4.5,0.41,0.3,6.43,0.36,29,1,4,4,7,1
909,Alexander Volkov,Alexandr Romanov,7,1,1,34,200.66,203.2,250,1.0,9,0,1,4,0,5.13,0.57,0.2,0.45,0.63,38,32,187.96,190.5,262,0.0,5,3,0,1,1,3.94,0.52,0.8,4.17,0.54,12,0,4,5,1,1
910,Nikita Krylov,Ryan Spann,2,1,1,31,190.5,195.58,205,1.0,10,4,2,7,0,4.38,0.55,1.4,2.29,0.38,31,31,195.58,200.66,205,1.0,8,3,2,3,0,3.25,0.4,1.5,1.34,0.35,16,0,2,4,2,3
911,Said Nurmagomedov,Jonathan Martinez,1,1,1,30,172.72,177.8,135,1.0,6,2,4,1,0,3.55,0.47,1.4,1.01,0.16,14,28,172.72,177.8,135,0.0,8,0,4,3,0,4.54,0.49,0.1,0.41,0.35,31,1,2,2,5,3
912,Mario Bautista,Guido Cannetti,1,1,1,29,175.26,175.26,135,1.0,5,2,3,2,0,5.69,0.48,1.0,2.25,0.44,13,43,167.64,172.72,135,0.0,4,1,2,5,0,3.44,0.55,0.4,2.27,0.55,17,0,2,1,2,1
913,Vitor Petrino,Anton Turkalj,6,1,1,25,187.96,195.58,205,1.0,1,0,1,0,0,2.82,0.45,0.8,3.98,0.66,2,26,193.04,198.12,205,1.0,1,0,0,1,1,2.45,0.42,0.0,4.98,0.41,4,0,0,1,1,0
914,Karl Williams,Lukasz Brzeski,7,1,1,33,190.5,200.66,235,1.0,1,0,1,0,0,2.68,0.48,0.2,4.2,0.48,3,30,193.04,198.12,236,1.0,1,1,0,1,1,4.9,0.5,0.5,0.46,0.5,6,0,1,0,0,0
915,Raphael Assuncao,Davey Grant,1,1,1,40,165.1,167.64,135,1.0,15,1,1,8,0,3.22,0.42,0.2,1.65,0.39,61,37,172.72,175.26,135,1.0,5,0,1,5,0,4.77,0.42,0.2,1.26,0.41,26,1,12,2,2,3
916,Sedriques Dumas,Josh Fremd,5,1,1,27,187.96,200.66,185,1.0,1,1,1,0,0,2.15,0.48,0.3,1.31,0.35,1,29,193.04,193.04,185,1.0,0,0,0,2,2,2.52,0.44,1.1,0.66,0.25,5,1,0,0,0,0
917,Victor Henry,Tony Gravely,1,1,1,35,170.18,172.72,135,1.0,1,0,0,1,1,8.34,0.54,0.5,0.0,0.0,6,31,165.1,175.26,135,1.0,5,0,0,3,1,3.82,0.48,0.3,5.4,0.41,20,0,1,0,2,3
918,Ariane da Silva,JJ Aldrich,0,0,1,29,167.64,170.18,125,1.0,3,1,0,5,1,4.1,0.41,0.3,0.56,0.55,18,30,165.1,170.18,125,0.0,7,0,0,4,1,3.88,0.46,0.0,0.66,0.23,31,0,2,0,7,0
919,Tyson Nam,Bruno Silva,0,1,1,39,170.18,172.72,125,1.0,3,0,1,3,0,3.87,0.33,0.0,0.0,0.0,13,32,162.56,165.1,125,1.0,2,0,2,2,0,3.32,0.48,0.2,2.26,0.28,12,1,0,3,0,2
920,Carlston Harris,Jared Gooden,4,1,1,35,182.88,193.04,170,1.0,2,1,0,1,1,3.18,0.49,0.8,1.97,0.29,3,29,182.88,195.58,170,1.0,1,0,0,3,1,5.08,0.49,0.2,0.67,1.0,10,0,0,1,0,1
921,Jon Jones,Ciryl Gane,7,1,0,35,193.04,213.36,248,1.0,20,5,17,1,0,4.29,0.57,0.5,1.93,0.45,73,32,193.04,205.74,245,1.0,8,2,1,1,0,5.49,0.6,0.5,0.58,0.21,30,0,10,5,3,3
922,Valentina Shevchenko,Alexa Grasso,0,0,0,34,165.1,167.64,125,0.0,12,2,9,2,0,3.28,0.52,0.4,2.56,0.63,51,29,165.1,167.64,125,1.0,7,1,4,3,0,4.67,0.43,0.6,0.41,0.45,28,1,6,4,6,0
923,Geoff Neal,Shavkat Rakhmonov,4,1,1,32,180.34,190.5,170,0.0,8,1,2,2,0,4.97,0.5,0.1,0.46,0.44,24,28,185.42,195.58,170,1.0,4,3,4,0,0,4.12,0.61,1.8,1.49,0.29,6,1,2,5,0,1
924,Mateusz Gamrot,Jalin Turner,3,1,1,32,177.8,177.8,155,0.0,4,1,0,2,1,3.23,0.5,0.1,5.25,0.35,16,27,190.5,195.58,155,0.0,7,3,5,2,0,5.6,0.48,1.1,0.79,0.55,14,0,1,2,0,4
925,Bo Nickal,Jamie Pickett,5,1,1,27,185.42,193.04,185,0.0,2,2,2,0,0,1.64,0.62,7.5,7.46,0.5,2,34,187.96,203.2,185,1.0,3,0,0,6,2,2.65,0.47,0.1,1.26,0.4,19,0,0,0,2,1
926,Cody Garbrandt,Trevin Jones,1,1,1,31,172.72,165.1,135,1.0,7,0,0,5,2,2.98,0.4,0.0,1.03,0.34,26,32,170.18,177.8,135,0.0,1,0,0,3,3,2.13,0.37,0.2,0.62,0.15,13,0,2,5,0,1
927,Derek Brunson,Dricus Du Plessis,5,1,1,39,185.42,195.58,185,0.0,17,3,0,7,1,3.51,0.47,0.6,3.14,0.33,49,29,185.42,193.04,185,1.0,4,1,4,0,0,6.18,0.49,0.9,3.04,0.5,9,1,7,7,1,2
928,Viviane Araujo,Amanda Ribas,0,0,1,36,162.56,172.72,125,1.0,5,0,0,3,1,4.11,0.47,0.6,1.76,0.4,26,29,160.02,167.64,125,1.0,5,2,0,2,1,4.63,0.4,0.7,2.07,0.51,17,1,4,1,3,0
929,Julian Marquez,Marc-Andre Barriault,5,1,1,32,187.96,182.88,185,1.0,4,3,0,2,1,4.85,0.45,2.6,0.0,0.0,13,33,185.42,187.96,185,1.0,3,1,0,5,1,6.12,0.47,0.1,0.21,0.25,22,1,0,1,1,1
930,Ian Machado Garry,Song Kenan,4,1,1,25,190.5,187.96,170,1.0,3,0,3,0,0,5.5,0.55,0.3,0.77,0.55,7,32,182.88,180.34,170,1.0,4,0,0,2,1,4.57,0.47,0.0,0.43,0.33,11,0,2,1,1,3
931,Mana Martinez,Cameron Saaiman,1,1,1,26,177.8,177.8,135,1.0,2,0,1,2,0,4.33,0.48,0.5,0.72,0.42,10,22,172.72,170.18,135,0.0,2,0,2,0,0,5.32,0.46,0.7,0.91,0.28,6,1,2,0,0,2
932,Jessica Penne,Tabatha Ricci,0,0,1,40,165.1,170.18,115,1.0,6,3,0,5,1,2.52,0.31,0.6,1.32,0.21,28,28,154.94,154.94,115,1.0,2,0,2,1,0,4.63,0.38,0.1,2.99,0.38,8,1,2,1,2,0
933,Da'Mon Blackshear,Farid Basharat,1,1,1,28,177.8,182.88,135,1.0,0,0,0,0,0,4.28,0.47,0.8,2.33,0.37,3,25,172.72,180.34,135,1.0,1,0,1,0,0,4.47,0.58,0.6,3.96,0.41,3,1,0,0,1,0
934,Esteban Ribovics,Loik Radzhabov,3,1,1,26,177.8,175.26,155,1.0,1,0,1,0,0,6.2,0.52,0.5,0.93,0.66,1,32,180.34,175.26,155,1.0,0,0,0,0,0,2.89,0.44,0.0,4.65,0.57,0,1,0,1,0,0
935,Andre Muniz,Brendan Allen,5,1,0,33,185.42,198.12,185,0.0,7,4,7,0,0,1.97,0.5,1.2,4.23,0.5,13,27,187.96,190.5,185,1.0,9,5,3,2,0,3.98,0.53,1.4,1.74,0.47,21,1,3,0,3,1
936,Augusto Sakai,Don'Tale Mayes,7,1,1,31,190.5,195.58,265,1.0,5,0,0,4,4,4.6,0.49,0.0,0.23,0.4,22,31,198.12,205.74,260,1.0,4,0,2,3,0,3.51,0.43,0.0,0.65,0.38,20,0,2,3,1,3
937,Tatiana Suarez,Montana De La Rosa,0,0,1,32,165.1,167.64,115,0.0,5,2,5,0,0,4.27,0.63,0.9,6.2,0.61,11,28,170.18,172.72,125,1.0,5,3,0,3,1,2.9,0.37,0.8,1.85,0.33,23,0,2,1,1,1
938,Mike Malott,Yohan Lainesse,4,1,1,31,185.42,185.42,170,1.0,2,1,2,0,0,3.83,0.46,1.0,3.04,0.6,2,30,185.42,193.04,170,1.0,2,0,1,1,0,2.22,0.41,0.5,0.94,0.28,6,0,0,1,1,1
939,Erick Gonzalez,Trevor Peek,3,1,1,31,180.34,190.5,155,1.0,0,0,0,2,2,2.4,0.36,0.0,6.0,0.55,3,28,175.26,177.8,155,1.0,1,0,1,0,0,4.58,0.54,0.0,1.82,0.53,2,1,0,0,0,1
940,Jasmine Jasudavicius,Gabriella Fernandes,0,0,1,33,170.18,172.72,125,1.0,2,0,0,1,1,3.79,0.45,0.5,2.39,0.41,9,29,167.64,167.64,125,0.0,0,0,0,0,0,3.73,0.49,0.0,0.67,0.22,0,0,2,0,0,0
